4604	2
0	0.03741496428847313	0.0
1	0.06462585180997849	0.0
2	0.06802721321582794	0.0
3	0.027210883796215057	0.0
4	0.03401360660791397	0.0
5	0.15986394882202148	0.0
6	0.08843537420034409	0.041908446699380875
7	0.16326530277729034	0.03675048425793648
8	0.15306122601032257	0.05480335280299187
9	0.11564625799655914	0.05415860563516617
10	0.10544217377901077	0.04577691853046417
11	0.08163265138864517	0.0006447453051805496
12	0.19387754797935486	0.06447453051805496
13	0.027210883796215057	0.0012894906103610992
14	0.040816325694322586	0.0006447453051805496
15	0.3095238208770752	0.08059316873550415
16	0.07823128998279572	0.0025789812207221985
17	0.29591837525367737	0.08188265562057495
18	0.09183673560619354	0.0012894906103610992
19	0.323129266500473	0.11089619249105453
20	0.05782312899827957	0.004513217136263847
21	0.1734693944454193	0.010960670188069344
22	0.14625850319862366	0.0019342360319569707
23	0.054421767592430115	0.0006447453051805496
24	0.5680271983146667	0.1843971610069275
25	0.10884353518486023	0.007736944127827883
26	0.12585033476352692	0.029658285900950432
27	0.10884353518486023	0.023210830986499786
28	0.013605441898107529	0.0012894906103610992
29	0.020408162847161293	0.0012894906103610992
30	0.06122449040412903	0.005157962441444397
31	0.13605442643165588	0.009671179577708244
32	0.2380952388048172	0.01805286854505539
33	0.190476194024086	0.01676337793469429
34	0.03401360660791397	0.0
35	0.040816325694322586	0.003223726525902748
36	0.051020409911870956	0.0
37	0.0714285746216774	0.0012894906103610992
38	0.3163265287876129	0.19729207456111908
39	0.5272108912467957	0.021921340376138687
40	0.095238097012043	0.01998710446059704
41	0.030612245202064514	0.003223726525902748
42	0.11224489659070969	0.020631849765777588
43	0.013605441898107529	0.0025789812207221985
44	0.03401360660791397	0.005157962441444397
45	0.017006803303956985	0.003223726525902748
46	0.054421767592430115	0.0019342360319569707
47	0.04421768710017204	0.0012894906103610992
48	0.03741496428847313	0.0012894906103610992
49	0.0714285746216774	0.004513217136263847
50	0.10544217377901077	0.03094777651131153
51	0.07823128998279572	0.005157962441444397
52	0.0476190485060215	0.003223726525902748
53	0.04421768710017204	0.0025789812207221985
54	0.051020409911870956	0.0025789812207221985
55	0.054421767592430115	0.0012894906103610992
56	0.12244898080825806	0.03481624647974968
57	0.010204081423580647	0.0006447453051805496
58	0.14965985715389252	0.028368793427944183
59	0.13945578038692474	0.040618956089019775
60	0.15306122601032257	0.03352675586938858
61	0.054421767592430115	0.005157962441444397
62	0.15306122601032257	0.04642166197299957
63	0.030612245202064514	0.0
64	0.06802721321582794	0.0012894906103610992
65	0.095238097012043	0.0
66	0.13605442643165588	0.04964539036154747
67	0.1190476194024086	0.0038684720639139414
68	0.020408162847161293	0.0012894906103610992
69	0.017006803303956985	0.006447453051805496
70	0.03401360660791397	0.009671179577708244
71	0.05782312899827957	0.0
72	0.05782312899827957	0.003223726525902748
73	0.054421767592430115	0.0019342360319569707
74	0.0476190485060215	0.0
75	0.03741496428847313	0.005157962441444397
76	0.11224489659070969	0.012894906103610992
77	0.06802721321582794	0.0019342360319569707
78	0.08503401279449463	0.0012894906103610992
79	0.02380952425301075	0.0
80	0.030612245202064514	0.005802707746624947
81	0.03741496428847313	0.0006447453051805496
82	0.027210883796215057	0.0
83	0.0476190485060215	0.0
84	0.05782312899827957	0.01869761385023594
85	0.06122449040412903	0.006447453051805496
86	0.054421767592430115	0.005157962441444397
87	0.0714285746216774	0.009671179577708244
88	0.0476190485060215	0.003223726525902748
89	0.14965985715389252	0.015473888255655766
90	0.05782312899827957	0.0006447453051805496
91	0.040816325694322586	0.0025789812207221985
92	0.017006803303956985	0.0012894906103610992
93	0.07482992857694626	0.005157962441444397
94	0.10544217377901077	0.007736944127827883
95	0.0476190485060215	0.0006447453051805496
96	0.08163265138864517	0.0
97	0.1190476194024086	0.03997420892119408
98	0.12244898080825806	0.0038684720639139414
99	0.054421767592430115	0.005802707746624947
100	0.020408162847161293	0.008381688967347145
101	0.07823128998279572	0.005157962441444397
102	0.017006803303956985	0.005157962441444397
103	0.02380952425301075	0.012894906103610992
104	0.051020409911870956	0.0038684720639139414
105	0.04421768710017204	0.004513217136263847
106	0.20068027079105377	0.010315924882888794
107	0.030612245202064514	0.009026434272527695
108	0.07823128998279572	0.009026434272527695
109	0.006802720949053764	0.0
110	0.095238097012043	0.009026434272527695
111	0.07823128998279572	0.0006447453051805496
112	0.054421767592430115	0.006447453051805496
113	0.040816325694322586	0.007092198356986046
114	0.04421768710017204	0.027079302817583084
115	0.02380952425301075	0.012894906103610992
116	0.10884353518486023	0.0
117	0.09183673560619354	0.024500321596860886
118	0.027210883796215057	0.007092198356986046
119	0.07482992857694626	0.011605415493249893
120	0.04421768710017204	0.010960670188069344
121	0.051020409911870956	0.0
122	0.26530611515045166	0.07027724385261536
123	0.017006803303956985	0.0
124	0.0714285746216774	0.027079302817583084
125	0.15986394882202148	0.022566085681319237
126	0.030612245202064514	0.0006447453051805496
127	0.22448979318141937	0.09219858050346375
128	0.7210884094238281	0.3075435161590576
129	0.09863945841789246	0.0012894906103610992
130	0.03401360660791397	0.0
131	0.02380952425301075	0.0
132	0.06462585180997849	0.0012894906103610992
133	0.027210883796215057	0.0006447453051805496
134	0.07482992857694626	0.006447453051805496
135	0.027210883796215057	0.0
136	0.05782312899827957	0.0006447453051805496
137	0.03401360660791397	0.0
138	0.0476190485060215	0.0019342360319569707
139	0.3027210831642151	0.024500321596860886
140	0.03401360660791397	0.0019342360319569707
141	0.020408162847161293	0.0019342360319569707
142	0.020408162847161293	0.0006447453051805496
143	0.08163265138864517	0.004513217136263847
144	0.1428571492433548	0.012894906103610992
145	0.03741496428847313	0.005802707746624947
146	0.18027210235595703	0.039329465478658676
147	0.020408162847161293	0.0019342360319569707
148	0.02380952425301075	0.007736944127827883
149	0.19387754797935486	0.1553836166858673
150	0.10544217377901077	0.007092198356986046
151	0.13945578038692474	0.007092198356986046
152	0.06122449040412903	0.028368793427944183
153	0.13265305757522583	0.015473888255655766
154	0.09183673560619354	0.009026434272527695
155	0.006802720949053764	0.0019342360319569707
156	0.054421767592430115	0.007092198356986046
157	0.040816325694322586	0.003223726525902748
158	0.040816325694322586	0.0019342360319569707
159	0.051020409911870956	0.003223726525902748
160	0.051020409911870956	0.005157962441444397
161	0.0476190485060215	0.0006447453051805496
162	0.1190476194024086	0.004513217136263847
163	0.05782312899827957	0.0006447453051805496
164	0.07482992857694626	0.007092198356986046
165	0.47278910875320435	0.05480335280299187
166	0.2142857164144516	0.006447453051805496
167	0.29591837525367737	0.057382334023714066
168	0.08163265138864517	0.0025789812207221985
169	0.0714285746216774	0.0
170	0.020408162847161293	0.005802707746624947
171	0.030612245202064514	0.003223726525902748
172	0.095238097012043	0.009026434272527695
173	0.006802720949053764	0.0
174	0.3095238208770752	0.03417150303721428
175	0.040816325694322586	0.004513217136263847
176	0.10544217377901077	0.03352675586938858
177	0.040816325694322586	0.006447453051805496
178	0.03401360660791397	0.0019342360319569707
179	0.013605441898107529	0.0
180	0.06462585180997849	0.005157962441444397
181	0.07823128998279572	0.014829142950475216
182	0.190476194024086	0.05029013380408287
183	0.07823128998279572	0.009671179577708244
184	0.051020409911870956	0.0038684720639139414
185	0.09863945841789246	0.013539651408791542
186	0.0714285746216774	0.012894906103610992
187	0.18367347121238708	0.06511928141117096
188	0.054421767592430115	0.0006447453051805496
189	0.17006802558898926	0.010315924882888794
190	0.03741496428847313	0.0019342360319569707
191	0.020408162847161293	0.0
192	0.06802721321582794	0.01676337793469429
193	0.07482992857694626	0.005157962441444397
194	0.0476190485060215	0.0038684720639139414
195	0.03401360660791397	0.0006447453051805496
196	0.003401360474526882	0.0
197	0.04421768710017204	0.011605415493249893
198	0.020408162847161293	0.0012894906103610992
199	0.0476190485060215	0.0019342360319569707
200	0.030612245202064514	0.0019342360319569707
201	0.08843537420034409	0.005157962441444397
202	0.020408162847161293	0.003223726525902748
203	0.11224489659070969	0.007736944127827883
204	0.06802721321582794	0.0025789812207221985
205	0.0476190485060215	0.012250160798430443
206	0.054421767592430115	0.014829142950475216
207	0.017006803303956985	0.0006447453051805496
208	0.08843537420034409	0.010960670188069344
209	0.27210885286331177	0.06898774951696396
210	0.04421768710017204	0.004513217136263847
211	0.030612245202064514	0.008381688967347145
212	0.006802720949053764	0.0006447453051805496
213	0.14965985715389252	0.003223726525902748
214	0.040816325694322586	0.007736944127827883
215	0.09863945841789246	0.010315924882888794
216	0.10544217377901077	0.012894906103610992
217	0.02380952425301075	0.0006447453051805496
218	0.18707482516765594	0.010960670188069344
219	0.054421767592430115	0.0
220	0.11564625799655914	0.09348807483911514
221	0.10204081982374191	0.01869761385023594
222	0.095238097012043	0.03159252181649208
223	0.06122449040412903	0.013539651408791542
224	0.051020409911870956	0.042553190141916275
225	0.13945578038692474	0.004513217136263847
226	0.05782312899827957	0.007736944127827883
227	0.0714285746216774	0.0038684720639139414
228	0.14625850319862366	0.0012894906103610992
229	0.19387754797935486	0.03417150303721428
230	0.08503401279449463	0.006447453051805496
231	0.0476190485060215	0.0006447453051805496
232	0.12925170361995697	0.040618956089019775
233	0.15986394882202148	0.03288201242685318
234	0.054421767592430115	0.005157962441444397
235	0.08843537420034409	0.0025789812207221985
236	0.02380952425301075	0.0019342360319569707
237	0.13605442643165588	0.029658285900950432
238	0.04421768710017204	0.003223726525902748
239	0.017006803303956985	0.01998710446059704
240	0.22789116203784943	0.07994841784238815
241	0.2210884392261505	0.10509348660707474
242	0.29931971430778503	0.11669890582561493
243	0.3707483112812042	0.009671179577708244
244	0.06462585180997849	0.03030303120613098
245	0.18367347121238708	0.026434557512402534
246	0.03741496428847313	0.0006447453051805496
247	0.13945578038692474	0.007736944127827883
248	0.03741496428847313	0.0012894906103610992
249	0.027210883796215057	0.0
250	0.054421767592430115	0.014184396713972092
251	0.027210883796215057	0.010315924882888794
252	0.04421768710017204	0.0006447453051805496
253	0.04421768710017204	0.0006447453051805496
254	0.051020409911870956	0.005157962441444397
255	0.03741496428847313	0.010315924882888794
256	0.054421767592430115	0.013539651408791542
257	0.020408162847161293	0.0006447453051805496
258	0.020408162847161293	0.0012894906103610992
259	0.03741496428847313	0.0038684720639139414
260	0.06802721321582794	0.003223726525902748
261	0.013605441898107529	0.004513217136263847
262	0.10204081982374191	0.027724048122763634
263	0.18707482516765594	0.025145066902041435
264	0.1190476194024086	0.0019342360319569707
265	0.0714285746216774	0.05157962441444397
266	0.0476190485060215	0.012250160798430443
267	0.09863945841789246	0.317214697599411
268	0.003401360474526882	0.0006447453051805496
269	0.08843537420034409	0.01676337793469429
270	0.010204081423580647	0.015473888255655766
271	0.08843537420034409	0.004513217136263847
272	0.11224489659070969	0.003223726525902748
273	0.06122449040412903	0.003223726525902748
